"irep","paramid","h_search","lindist","nind","net","mutrate","nbiallelic","ngraphs","min_nethw","atleastonehashmatch","min_treehw","max_ndisplayed","mean_ndisplayed","relativell"
42,"1-0.5-10000-1.25e-07-fleg-pruned",1,0.5,1,"fleg-pruned",1.25e-07,10000,132,0,TRUE,0,2,0.840909090909091,6.1888892833384
42,"1-0.5-10000-1.25e-07-fleg-pruned",2,0.5,1,"fleg-pruned",1.25e-07,10000,982,2,FALSE,0,2,0.608961303462322,12.358919609971
42,"1-0.5-10000-1.25e-08-fleg-pruned",0,0.5,1,"fleg-pruned",1.25e-08,10000,5,2,FALSE,2,1,0.2,-1.2306496856561
42,"1-0.5-10000-1.25e-08-fleg-pruned",1,0.5,1,"fleg-pruned",1.25e-08,10000,350,0,TRUE,0,2,0.328571428571429,3.14309243580695
42,"1-0.5-10000-1.25e-08-fleg-pruned",2,0.5,1,"fleg-pruned",1.25e-08,10000,4197,2,FALSE,0,2,0.408625208482249,6.88100862820748
42,"1-0.5-1e+05-1.25e-07-fleg-pruned",0,0.5,1,"fleg-pruned",1.25e-07,1e+05,5,2,FALSE,2,1,0.2,-9.0979404952274
42,"1-0.5-1e+05-1.25e-07-fleg-pruned",1,0.5,1,"fleg-pruned",1.25e-07,1e+05,52,0,TRUE,0,2,1.01923076923077,0.990375296702618
42,"1-0.5-1e+05-1.25e-07-fleg-pruned",2,0.5,1,"fleg-pruned",1.25e-07,1e+05,687,2,FALSE,0,2,1.15720524017467,9.41521807169018
42,"1-0.5-1e+05-1.25e-08-fleg-pruned",0,0.5,1,"fleg-pruned",1.25e-08,1e+05,5,2,FALSE,2,1,0.2,-20.3393413705738
42,"1-0.5-1e+05-1.25e-08-fleg-pruned",1,0.5,1,"fleg-pruned",1.25e-08,1e+05,11,0,TRUE,0,2,1.27272727272727,0.442805064940032
42,"1-0.5-1e+05-1.25e-08-fleg-pruned",2,0.5,1,"fleg-pruned",1.25e-08,1e+05,536,0,TRUE,0,2,1.28917910447761,9.52210819053988
42,"1-0.7-10000-1.25e-07-fleg-pruned",0,0.7,1,"fleg-pruned",1.25e-07,10000,5,2,FALSE,2,1,0.2,-0.865716108977528
42,"1-0.7-10000-1.25e-07-fleg-pruned",1,0.7,1,"fleg-pruned",1.25e-07,10000,223,0,TRUE,0,2,0.520179372197309,3.99811262384374
42,"1-0.7-10000-1.25e-07-fleg-pruned",2,0.7,1,"fleg-pruned",1.25e-07,10000,2527,2,FALSE,0,2,0.739612188365651,8.21585929973882
42,"1-0.7-10000-1.25e-08-fleg-pruned",0,0.7,1,"fleg-pruned",1.25e-08,10000,5,2,FALSE,0,1,0.4,-6.03079277576672
42,"1-0.7-10000-1.25e-08-fleg-pruned",1,0.7,1,"fleg-pruned",1.25e-08,10000,154,0,TRUE,0,2,0.772727272727273,3.60611358038919
42,"1-0.7-10000-1.25e-08-fleg-pruned",2,0.7,1,"fleg-pruned",1.25e-08,10000,1058,2,FALSE,0,2,0.97069943289225,9.75187218074219
42,"1-0.7-1e+05-1.25e-07-fleg-pruned",0,0.7,1,"fleg-pruned",1.25e-07,1e+05,5,2,FALSE,2,1,0.2,-51.7728283897922
42,"1-0.7-1e+05-1.25e-07-fleg-pruned",1,0.7,1,"fleg-pruned",1.25e-07,1e+05,9,0,TRUE,0,2,1.33333333333333,2.19155882423007
42,"1-0.7-1e+05-1.25e-07-fleg-pruned",2,0.7,1,"fleg-pruned",1.25e-07,1e+05,41,2,FALSE,0,2,1.31707317073171,13.8033763257439
42,"1-0.7-1e+05-1.25e-08-fleg-pruned",0,0.7,1,"fleg-pruned",1.25e-08,1e+05,5,2,FALSE,0,1,0.4,-7.1281132757214
42,"1-0.7-1e+05-1.25e-08-fleg-pruned",1,0.7,1,"fleg-pruned",1.25e-08,1e+05,124,0,TRUE,0,2,0.943548387096774,1.42417968318679
42,"1-0.7-1e+05-1.25e-08-fleg-pruned",2,0.7,1,"fleg-pruned",1.25e-08,1e+05,712,2,FALSE,0,2,1.20224719101124,8.73361662188476
42,"10-0-10000-1.25e-07-fleg-pruned",0,0,10,"fleg-pruned",1.25e-07,10000,5,2,FALSE,0,1,0.4,-9.71917401834962
42,"10-0-10000-1.25e-07-fleg-pruned",1,0,10,"fleg-pruned",1.25e-07,10000,34,0,TRUE,0,2,0.764705882352941,1.71387877382671
42,"10-0-10000-1.25e-07-fleg-pruned",2,0,10,"fleg-pruned",1.25e-07,10000,742,2,FALSE,0,2,0.859838274932615,6.25173246532581
42,"10-0-10000-1.25e-08-fleg-pruned",0,0,10,"fleg-pruned",1.25e-08,10000,5,2,FALSE,0,1,0.4,3.04409366253613
42,"10-0-10000-1.25e-08-fleg-pruned",1,0,10,"fleg-pruned",1.25e-08,10000,294,0,TRUE,0,2,0.374149659863946,5.88410196507665
42,"10-0-10000-1.25e-08-fleg-pruned",2,0,10,"fleg-pruned",1.25e-08,10000,2754,2,FALSE,0,2,0.494916485112564,9.17788087265358
42,"10-0-1e+05-1.25e-07-fleg-pruned",0,0,10,"fleg-pruned",1.25e-07,1e+05,5,2,FALSE,0,1,0.4,-17.6988473573424
42,"10-0-1e+05-1.25e-07-fleg-pruned",1,0,10,"fleg-pruned",1.25e-07,1e+05,9,0,TRUE,0,2,1.33333333333333,2.338668026698
42,"10-0-1e+05-1.25e-07-fleg-pruned",2,0,10,"fleg-pruned",1.25e-07,1e+05,629,2,FALSE,0,2,1.22893481717011,6.66161615281041
42,"10-0-1e+05-1.25e-08-fleg-pruned",0,0,10,"fleg-pruned",1.25e-08,1e+05,5,2,FALSE,0,1,0.4,-18.5613998734858
42,"10-0-1e+05-1.25e-08-fleg-pruned",1,0,10,"fleg-pruned",1.25e-08,1e+05,9,0,TRUE,0,2,1.33333333333333,2.16021257156362
42,"10-0-1e+05-1.25e-08-fleg-pruned",2,0,10,"fleg-pruned",1.25e-08,1e+05,661,2,FALSE,0,2,1.27987897125567,3.30231985172587
42,"10-0.15-10000-1.25e-07-fleg-pruned",0,0.15,10,"fleg-pruned",1.25e-07,10000,5,2,FALSE,0,1,0.4,-2.39195928668361
42,"10-0.15-10000-1.25e-07-fleg-pruned",1,0.15,10,"fleg-pruned",1.25e-07,10000,135,0,TRUE,0,2,0.844444444444444,1.08632184325312
42,"10-0.15-10000-1.25e-07-fleg-pruned",2,0.15,10,"fleg-pruned",1.25e-07,10000,2229,0,TRUE,0,2,0.808882907133244,4.15746953146826
42,"10-0.15-10000-1.25e-08-fleg-pruned",0,0.15,10,"fleg-pruned",1.25e-08,10000,5,2,FALSE,0,1,0.4,-6.79254613660868
