"paramid","h_search","lindist","nind","net","mutrate","nbiallelic","prop_min_nethw_eq_0","prop_min_hashmatch","prop_min_treehw_eq_0","ngraphs","prop_max_ndisp_eq_2"
"2-0.5-10000-1.25e-08-fleg-pruned",2,0.5,2,"fleg-pruned",1.25e-08,10000,0.1,0.11,1,199948,1
"2-0.5-10000-1.25e-08-fleg-pruned",3,0.5,2,"fleg-pruned",1.25e-08,10000,0.133333333333333,0.133333333333333,1,133947,1
"2-0.5-10000-1.25e-08-fleg-pruned",4,0.5,2,"fleg-pruned",1.25e-08,10000,0,0,1,138086,1
"2-0.5-1e+05-1.25e-07-fleg-pruned",0,0.5,2,"fleg-pruned",1.25e-07,1e+05,0,0,0.75,500,0
"2-0.5-1e+05-1.25e-07-fleg-pruned",1,0.5,2,"fleg-pruned",1.25e-07,1e+05,0.72,0.72,0.75,2629,0.73
"2-0.5-1e+05-1.25e-07-fleg-pruned",2,0.5,2,"fleg-pruned",1.25e-07,1e+05,0.05,0.07,0.95,39990,0.94
"2-0.5-1e+05-1.25e-07-fleg-pruned",3,0.5,2,"fleg-pruned",1.25e-07,1e+05,0.03125,0.03125,1,47678,1
"2-0.5-1e+05-1.25e-07-fleg-pruned",4,0.5,2,"fleg-pruned",1.25e-07,1e+05,0,0,1,71635,1
"2-0.5-1e+05-1.25e-08-fleg-pruned",0,0.5,2,"fleg-pruned",1.25e-08,1e+05,0,0,0.81,500,0
"2-0.5-1e+05-1.25e-08-fleg-pruned",1,0.5,2,"fleg-pruned",1.25e-08,1e+05,1,1,1,2220,1
"2-0.5-1e+05-1.25e-08-fleg-pruned",2,0.5,2,"fleg-pruned",1.25e-08,1e+05,0.08,0.14,1,67850,1
"2-0.5-1e+05-1.25e-08-fleg-pruned",3,0.5,2,"fleg-pruned",1.25e-08,1e+05,0.133333333333333,0.133333333333333,1,81381,1
"2-0.5-1e+05-1.25e-08-fleg-pruned",4,0.5,2,"fleg-pruned",1.25e-08,1e+05,0.037037037037037,0.037037037037037,1,90777,1
"2-0.7-10000-1.25e-07-fleg-pruned",0,0.7,2,"fleg-pruned",1.25e-07,10000,0,0,0.56,500,0
"2-0.7-10000-1.25e-07-fleg-pruned",1,0.7,2,"fleg-pruned",1.25e-07,10000,0.81,0.81,0.85,12051,0.82
"2-0.7-10000-1.25e-07-fleg-pruned",2,0.7,2,"fleg-pruned",1.25e-07,10000,0.1,0.13,0.99,147188,0.96
"2-0.7-10000-1.25e-07-fleg-pruned",3,0.7,2,"fleg-pruned",1.25e-07,10000,0.0816326530612245,0.0816326530612245,1,181537,1
"2-0.7-10000-1.25e-07-fleg-pruned",4,0.7,2,"fleg-pruned",1.25e-07,10000,0,0,1,219117,1
"2-0.7-10000-1.25e-08-fleg-pruned",0,0.7,2,"fleg-pruned",1.25e-08,10000,0,0,0.63,500,0
"2-0.7-10000-1.25e-08-fleg-pruned",1,0.7,2,"fleg-pruned",1.25e-08,10000,0.96,0.96,0.99,14495,0.98
"2-0.7-10000-1.25e-08-fleg-pruned",2,0.7,2,"fleg-pruned",1.25e-08,10000,0.08,0.12,1,191963,1
"2-0.7-10000-1.25e-08-fleg-pruned",3,0.7,2,"fleg-pruned",1.25e-08,10000,0.1,0.1,1,148454,1
"2-0.7-10000-1.25e-08-fleg-pruned",4,0.7,2,"fleg-pruned",1.25e-08,10000,0.0344827586206897,0.0344827586206897,1,153894,1
"2-0.7-1e+05-1.25e-07-fleg-pruned",0,0.7,2,"fleg-pruned",1.25e-07,1e+05,0,0,0.69,500,0
"2-0.7-1e+05-1.25e-07-fleg-pruned",1,0.7,2,"fleg-pruned",1.25e-07,1e+05,0.55,0.55,0.57,1733,0.55
"2-0.7-1e+05-1.25e-07-fleg-pruned",2,0.7,2,"fleg-pruned",1.25e-07,1e+05,0.01,0.05,0.81,29699,0.81
"2-0.7-1e+05-1.25e-07-fleg-pruned",3,0.7,2,"fleg-pruned",1.25e-07,1e+05,0,0,0.944444444444444,14401,0.888888888888889
"2-0.7-1e+05-1.25e-07-fleg-pruned",4,0.7,2,"fleg-pruned",1.25e-07,1e+05,0,0,1,24737,1
"2-0.7-1e+05-1.25e-08-fleg-pruned",0,0.7,2,"fleg-pruned",1.25e-08,1e+05,0,0,0.67,500,0
"2-0.7-1e+05-1.25e-08-fleg-pruned",1,0.7,2,"fleg-pruned",1.25e-08,1e+05,1,1,1,3008,1
"2-0.7-1e+05-1.25e-08-fleg-pruned",2,0.7,2,"fleg-pruned",1.25e-08,1e+05,0.07,0.1,1,71134,1
"2-0.7-1e+05-1.25e-08-fleg-pruned",3,0.7,2,"fleg-pruned",1.25e-08,1e+05,0.166666666666667,0.166666666666667,1,81584,1
"2-0.7-1e+05-1.25e-08-fleg-pruned",4,0.7,2,"fleg-pruned",1.25e-08,1e+05,0.0357142857142857,0.0357142857142857,1,89535,1
